debugCXM32W:debug6SS2ZF,0,1595441089469,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugCXM32W:debug6SS2ZF,1,1595441090166,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""indexOf"": 0, ""action"": ""FinishInstructions"", ""viewTime"": 693}"
debugCXM32W:debug6SS2ZF,2,1595441090169,"{""phase"": ""survey"", ""status"": ""begin""}"
debugCXM32W:debug6SS2ZF,3,1595441092191,"{""phase"": ""question 1"", ""response"": ""answer-0-1""}"
debugCXM32W:debug6SS2ZF,4,1595441093382,"{""phase"": ""question 2"", ""response"": ""strongly_agree""}"
debugCXM32W:debug6SS2ZF,5,1595441107925,"{""phase"": ""question 3"", ""response"": ""i think it is great!!!!!!!!!!! hahahhahahahha""}"
debugCXM32W:debug6SS2ZF,6,1595441107925,"{""phase"": ""survey"", ""status"": ""submit""}"
debugCXM32W:debug6SS2ZF,7,1595441107927,"{""phase"": ""postquestionnaire"", ""status"": ""begin""}"
debugCXM32W:debug6SS2ZF,8,1595441113938,"{""phase"": ""postquestionnaire"", ""status"": ""submit""}"
debug1ES38X:debugTWAWF1,0,1595441284781,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debug1ES38X:debugTWAWF1,1,1595441285266,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""indexOf"": 0, ""action"": ""FinishInstructions"", ""viewTime"": 483}"
debug1ES38X:debugTWAWF1,2,1595441285268,"{""phase"": ""survey"", ""status"": ""begin""}"
debug1ES38X:debugTWAWF1,3,1595441287282,"{""phase"": ""question 1"", ""response"": ""answer-0-1""}"
debug1ES38X:debugTWAWF1,4,1595441288346,"{""phase"": ""question 2"", ""response"": ""strongly_agree""}"
debug1ES38X:debugTWAWF1,5,1595441290209,"{""phase"": ""postquestionnaire"", ""status"": ""begin""}"
debug1ES38X:debugTWAWF1,6,1595441291046,"{""phase"": ""postquestionnaire"", ""status"": ""submit""}"
debugPABZEX:debugET5B02,0,1595443123362,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugPABZEX:debugET5B02,1,1595443123885,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""indexOf"": 0, ""action"": ""FinishInstructions"", ""viewTime"": 519}"
debugPABZEX:debugET5B02,2,1595443123887,"{""phase"": ""survey"", ""status"": ""begin""}"
debugPABZEX:debugET5B02,3,1595443132335,"{""phase"": ""question 1"", ""response"": ""answer-0-3""}"
debugPABZEX:debugET5B02,4,1595443140864,"{""phase"": ""question 2"", ""response"": ""disagree""}"
debugPABZEX:debugET5B02,5,1595443145726,"{""phase"": ""postquestionnaire"", ""status"": ""begin""}"
debugPABZEX:debugET5B02,6,1595443147355,"{""phase"": ""postquestionnaire"", ""status"": ""submit""}"
debug0JUK73:debugZILI36,0,1595962684184,"{""action"": ""Begin"", ""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""]}"
debug0JUK73:debugZILI36,1,1595962684833,"{""action"": ""FinishInstructions"", ""indexOf"": 0, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""viewTime"": 647}"
debug0JUK73:debugZILI36,2,1595962710655,"{""action"": ""Begin"", ""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""]}"
debug0JUK73:debugZILI36,3,1595962711218,"{""action"": ""FinishInstructions"", ""indexOf"": 0, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""viewTime"": 561}"
debug0JUK73:debugZILI36,4,1595962711220,"{""phase"": ""survey"", ""status"": ""begin""}"
debug0JUK73:debugZILI36,5,1595962714198,"{""phase"": ""question 1"", ""response"": ""neutral""}"
debug0JUK73:debugZILI36,6,1595962716028,"{""phase"": ""question 2"", ""response"": ""disagree""}"
debug0JUK73:debugZILI36,7,1595962717538,"{""phase"": ""question 3"", ""response"": ""strongly_agree""}"
debug0JUK73:debugZILI36,8,1595962717540,"{""phase"": ""postquestionnaire"", ""status"": ""begin""}"
debug0JUK73:debugZILI36,9,1595962719808,"{""phase"": ""postquestionnaire"", ""status"": ""submit""}"
debug0JUK73:debugZILI36,10,1595962724040,"{""action"": ""Begin"", ""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""]}"
debug0JUK73:debugZILI36,11,1595962724574,"{""action"": ""FinishInstructions"", ""indexOf"": 0, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""viewTime"": 532}"
debug0JUK73:debugZILI36,12,1595962724576,"{""phase"": ""survey"", ""status"": ""begin""}"
debug0JUK73:debugZILI36,13,1595962728016,"{""phase"": ""question 1"", ""response"": ""disagree""}"
debug0JUK73:debugZILI36,14,1595962730006,"{""phase"": ""question 2"", ""response"": ""strongly_disagree""}"
debug0JUK73:debugZILI36,15,1595962731109,"{""phase"": ""question 3"", ""response"": ""strongly_agree""}"
debug0JUK73:debugZILI36,16,1595962731111,"{""phase"": ""postquestionnaire"", ""status"": ""begin""}"
debug0JUK73:debugZILI36,17,1595962732323,"{""phase"": ""postquestionnaire"", ""status"": ""submit""}"
debug0JUK73:debugZILI36,18,1595962743342,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debug0JUK73:debugZILI36,19,1595962779403,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""indexOf"": 0, ""action"": ""FinishInstructions"", ""viewTime"": 36058}"
debugQ1QV9V:debugRYUZFP,0,1595967113919,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugQ1QV9V:debugRYUZFP,1,1595967114497,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""indexOf"": 0, ""action"": ""FinishInstructions"", ""viewTime"": 575}"
debugQ1QV9V:debugRYUZFP,2,1595967114500,"{""phase"": ""survey"", ""status"": ""begin""}"
debugQ1QV9V:debugRYUZFP,3,1595967125926,"{""phase"": ""question 1"", ""response"": ""neutral""}"
debugQ1QV9V:debugRYUZFP,4,1595967133141,"{""phase"": ""question 2"", ""response"": ""disagree""}"
debugQ1QV9V:debugRYUZFP,5,1595967140655,"{""phase"": ""question 3"", ""response"": ""strongly_agree""}"
debugQ1QV9V:debugRYUZFP,6,1595967140657,"{""phase"": ""postquestionnaire"", ""status"": ""begin""}"
debugQ1QV9V:debugRYUZFP,7,1595967141708,"{""phase"": ""postquestionnaire"", ""status"": ""submit""}"
debugLPJZDI:debugL4G1X5,0,1596511393971,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html"", ""instructions/instruct-4.html"", ""instructions/instruct-5.html"", ""instructions/instruct-6.html"", ""instructions/instruct-7.html"", ""instructions/instruct-8.html"", ""instructions/instruct-ready.html""], ""action"": ""Begin""}"
debugLPJZDI:debugL4G1X5,1,1596511395114,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-1.html"", ""indexOf"": 0, ""action"": ""NextPage"", ""viewTime"": 1141}"
debugLPJZDI:debugL4G1X5,2,1596511395634,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-2.html"", ""indexOf"": 1, ""action"": ""NextPage"", ""viewTime"": 518}"
debugLPJZDI:debugL4G1X5,3,1596511396064,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-3.html"", ""indexOf"": 2, ""action"": ""NextPage"", ""viewTime"": 429}"
debugLPJZDI:debugL4G1X5,4,1596511396433,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-4.html"", ""indexOf"": 3, ""action"": ""NextPage"", ""viewTime"": 369}"
debugLPJZDI:debugL4G1X5,5,1596511396601,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-5.html"", ""indexOf"": 4, ""action"": ""NextPage"", ""viewTime"": 167}"
debugLPJZDI:debugL4G1X5,6,1596511397048,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-6.html"", ""indexOf"": 5, ""action"": ""NextPage"", ""viewTime"": 447}"
debugLPJZDI:debugL4G1X5,7,1596511397480,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-7.html"", ""indexOf"": 6, ""action"": ""NextPage"", ""viewTime"": 431}"
debugLPJZDI:debugL4G1X5,8,1596511400606,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-8.html"", ""indexOf"": 7, ""action"": ""NextPage"", ""viewTime"": 3124}"
debugLPJZDI:debugL4G1X5,9,1596511402094,"{""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""indexOf"": 8, ""action"": ""FinishInstructions"", ""viewTime"": 1486}"
debugLPJZDI:debugL4G1X5,10,1596511402096,"{""phase"": ""survey"", ""status"": ""begin""}"
debugLPJZDI:debugL4G1X5,11,1596511406404,"{""phase"": ""question 1""}"
debugLPJZDI:debugL4G1X5,12,1596511406940,"{""phase"": ""question 2""}"
debugLPJZDI:debugL4G1X5,13,1596511407259,"{""phase"": ""question 3""}"
debugLPJZDI:debugL4G1X5,14,1596511407260,"{""phase"": ""postquestionnaire"", ""status"": ""begin""}"
debugLPJZDI:debugL4G1X5,15,1596511408427,"{""phase"": ""postquestionnaire"", ""status"": ""submit""}"
debugCQFDYD:debugPYNQB1,0,1596512816852,"{""action"": ""Begin"", ""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html"", ""instructions/instruct-4.html"", ""instructions/instruct-5.html"", ""instructions/instruct-6.html"", ""instructions/instruct-7.html"", ""instructions/instruct-8.html"", ""instructions/instruct-ready.html""]}"
debugCQFDYD:debugPYNQB1,1,1596512817993,"{""action"": ""NextPage"", ""indexOf"": 0, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-1.html"", ""viewTime"": 1139}"
debugCQFDYD:debugPYNQB1,2,1596512818464,"{""action"": ""NextPage"", ""indexOf"": 1, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-2.html"", ""viewTime"": 469}"
debugCQFDYD:debugPYNQB1,3,1596512818783,"{""action"": ""NextPage"", ""indexOf"": 2, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-3.html"", ""viewTime"": 318}"
debugCQFDYD:debugPYNQB1,4,1596512818943,"{""action"": ""NextPage"", ""indexOf"": 3, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-4.html"", ""viewTime"": 159}"
debugCQFDYD:debugPYNQB1,5,1596512819079,"{""action"": ""NextPage"", ""indexOf"": 4, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-5.html"", ""viewTime"": 135}"
debugCQFDYD:debugPYNQB1,6,1596512819509,"{""action"": ""NextPage"", ""indexOf"": 5, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-6.html"", ""viewTime"": 429}"
debugCQFDYD:debugPYNQB1,7,1596512819663,"{""action"": ""NextPage"", ""indexOf"": 6, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-7.html"", ""viewTime"": 154}"
debugCQFDYD:debugPYNQB1,8,1596512820878,"{""action"": ""NextPage"", ""indexOf"": 7, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-8.html"", ""viewTime"": 1213}"
debugCQFDYD:debugPYNQB1,9,1596512821749,"{""action"": ""FinishInstructions"", ""indexOf"": 8, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""viewTime"": 870}"
debugCQFDYD:debugPYNQB1,10,1596512848374,"{""action"": ""Begin"", ""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html"", ""instructions/instruct-4.html"", ""instructions/instruct-5.html"", ""instructions/instruct-6.html"", ""instructions/instruct-7.html"", ""instructions/instruct-8.html"", ""instructions/instruct-ready.html""]}"
debugCQFDYD:debugPYNQB1,11,1596512849112,"{""action"": ""NextPage"", ""indexOf"": 0, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-1.html"", ""viewTime"": 736}"
debugCQFDYD:debugPYNQB1,12,1596512849253,"{""action"": ""NextPage"", ""indexOf"": 1, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-2.html"", ""viewTime"": 139}"
debugCQFDYD:debugPYNQB1,13,1596512849408,"{""action"": ""NextPage"", ""indexOf"": 2, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-3.html"", ""viewTime"": 154}"
debugCQFDYD:debugPYNQB1,14,1596512849854,"{""action"": ""NextPage"", ""indexOf"": 3, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-4.html"", ""viewTime"": 445}"
debugCQFDYD:debugPYNQB1,15,1596512850013,"{""action"": ""NextPage"", ""indexOf"": 4, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-5.html"", ""viewTime"": 159}"
debugCQFDYD:debugPYNQB1,16,1596512850174,"{""action"": ""NextPage"", ""indexOf"": 5, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-6.html"", ""viewTime"": 160}"
debugCQFDYD:debugPYNQB1,17,1596512850485,"{""action"": ""NextPage"", ""indexOf"": 6, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-7.html"", ""viewTime"": 311}"
debugCQFDYD:debugPYNQB1,18,1596512851262,"{""action"": ""NextPage"", ""indexOf"": 7, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-8.html"", ""viewTime"": 775}"
debugCQFDYD:debugPYNQB1,19,1596512852389,"{""action"": ""FinishInstructions"", ""indexOf"": 8, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-ready.html"", ""viewTime"": 1125}"
debugCQFDYD:debugPYNQB1,20,1596512855715,"{""action"": ""Begin"", ""phase"": ""INSTRUCTIONS"", ""templates"": [""instructions/instruct-1.html"", ""instructions/instruct-2.html"", ""instructions/instruct-3.html"", ""instructions/instruct-4.html"", ""instructions/instruct-5.html"", ""instructions/instruct-6.html"", ""instructions/instruct-7.html"", ""instructions/instruct-8.html"", ""instructions/instruct-ready.html""]}"
debugCQFDYD:debugPYNQB1,21,1596512856630,"{""action"": ""NextPage"", ""indexOf"": 0, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-1.html"", ""viewTime"": 913}"
debugCQFDYD:debugPYNQB1,22,1596512856765,"{""action"": ""NextPage"", ""indexOf"": 1, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-2.html"", ""viewTime"": 133}"
debugCQFDYD:debugPYNQB1,23,1596512857068,"{""action"": ""NextPage"", ""indexOf"": 2, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-3.html"", ""viewTime"": 302}"
debugCQFDYD:debugPYNQB1,24,1596512857228,"{""action"": ""NextPage"", ""indexOf"": 3, ""phase"": ""INSTRUCTIONS"", ""template"": ""instructions/instruct-4.html"", ""viewTime"": 159}"
